name,url
"DB ENERGY SPÓŁKA AKCYJNA (DBE)Główny Rynek | WIG-Poland, WIG-budownictwo, WIG | instalacje budowlane i telekomunikacyjne",https://www.gpw.pl/spolka?isin=PLDBENR00017
"DECORA SPÓŁKA AKCYJNA (DCR)Główny Rynek | WIG140, sWIG80TR, WIGdiv, WIG-Poland, WIG-budownictwo, sWIG80, WIG | materiały budowlane",https://www.gpw.pl/spolka?isin=PLDECOR00013
"DEKPOL SPÓŁKA AKCYJNA (DEK)Główny Rynek | WIG-Poland, WIG-budownictwo, WIG | budownictwo - pozostałe",https://www.gpw.pl/spolka?isin=PLDEKPL00032
"DELKO SPÓŁKA AKCYJNA (DEL)Główny Rynek | WIG-Poland, WIG | artykuły spożywcze i szybko zbywalne",https://www.gpw.pl/spolka?isin=PLDELKO00019
"DEVELIA SPÓŁKA AKCYJNA (DVL)Główny Rynek | WIG140, WIG-ESG, mWIG40TR, WIGdiv, WIG-Poland, WIG-nieruchomości, mWIG40, WIG | sprzedaż nieruchomości",https://www.gpw.pl/spolka?isin=PLLCCRP00017
DGA SPÓŁKA AKCYJNA (DGA)Główny Rynek | Usługi dla Przedsiębiorstw,https://www.gpw.pl/spolka?isin=PLDGA0000019
"DIGITAL NETWORK SPÓŁKA AKCYJNA (DIG)Główny Rynek | WIG-Poland, WIG-media, WIG | reklama i marketing",https://www.gpw.pl/spolka?isin=PL4FNMD00013
DIGITREE GROUP SPÓŁKA AKCYJNA (DTR)Główny Rynek | oprogramowanie,https://www.gpw.pl/spolka?isin=PLSARE000013
"DINO POLSKA SPÓŁKA AKCYJNA (DNP)Główny Rynek | WIG140, WIG-ESG, WIG30TR, WIG30, WIG20TR, WIG-Poland, WIG20, WIG, CEEplus | artykuły codziennego użytku",https://www.gpw.pl/spolka?isin=PLDINPL00011
"DOM DEVELOPMENT SPÓŁKA AKCYJNA (DOM)Główny Rynek | WIG140, WIG-ESG, mWIG40TR, WIGdiv, WIG-Poland, WIG-nieruchomości, mWIG40, WIG, CEEplus | sprzedaż nieruchomości",https://www.gpw.pl/spolka?isin=PLDMDVL00012
DRAGO ENTERTAINMENT SPÓŁKA AKCYJNA (DGE)Główny Rynek | Gry,https://www.gpw.pl/spolka?isin=PLDRG0000013
"DROZAPOL-PROFIL SPÓŁKA AKCYJNA (DPL)Główny Rynek | WIG-Poland, WIG | wyroby hutnicze",https://www.gpw.pl/spolka?isin=PLDRZPL00032
"EC BĘDZIN SPÓŁKA AKCYJNA (BDZ)Główny Rynek | WIG-energia, WIG-Poland, WIG | energetyka",https://www.gpw.pl/spolka?isin=PLECBDZ00013
"ECHO INVESTMENT SPÓŁKA AKCYJNA (ECH)Główny Rynek | WIG140, sWIG80TR, WIG-Poland, WIG-nieruchomości, sWIG80, WIG | wynajem nieruchomości",https://www.gpw.pl/spolka?isin=PLECHPS00019
ED INVEST SPÓŁKA AKCYJNA (EDI)Główny Rynek | sprzedaż nieruchomości,https://www.gpw.pl/spolka?isin=PLEDINV00014
EKO EXPORT SPÓŁKA AKCYJNA (EEX)Główny Rynek | Recykling,https://www.gpw.pl/spolka?isin=PLEKEP000019
"ELEKTROTIM SPÓŁKA AKCYJNA (ELT)Główny Rynek | WIG-Poland, WIG-budownictwo, WIG | instalacje budowlane i telekomunikacyjne",https://www.gpw.pl/spolka?isin=PLELEKT00016
"ELKOP SE (EKP)Główny Rynek | WIG-Poland, WIG-nieruchomości, WIG | wynajem nieruchomości",https://www.gpw.pl/spolka?isin=PLELKOP00013
EMC INSTYTUT MEDYCZNY SPÓŁKA AKCYJNA (EMC)Główny Rynek | Szpitale i Przychodnie,https://www.gpw.pl/spolka?isin=PLEMCIM00017
"ENEA SPÓŁKA AKCYJNA (ENA)Główny Rynek | WIG140, WIG-ESG, mWIG40TR, WIG30TR, WIG30, WIG-energia, WIG-Poland, mWIG40, WIG, CEEplus | energetyka",https://www.gpw.pl/spolka?isin=PLENEA000013
ENEFI VAGYONKEZELŐ NYRT. (EST)Główny Rynek | energia odnawialna,https://www.gpw.pl/spolka?isin=HU0000089198
ENERGA SPÓŁKA AKCYJNA (ENG)Główny Rynek | energetyka,https://www.gpw.pl/spolka?isin=PLENERG00022
ENERGOAPARATURA SPÓŁKA AKCYJNA (ENP)Główny Rynek | budownictwo przemysłowe,https://www.gpw.pl/spolka?isin=PLENAP000010
